order,source,method,param,target,prerequisite,status
721,SPECIES_GREAVARD,EVO_LEVEL_NIGHT,30,SPECIES_HOUNDSTONE,0,offline_capable
722,SPECIES_FLITTLE,EVO_LEVEL,35,SPECIES_ESPATHRA,0,offline_capable
723,SPECIES_WIGLETT,EVO_LEVEL,26,SPECIES_WUGTRIO,0,offline_capable
724,SPECIES_FINIZEN,EVO_LEVEL,38,SPECIES_PALAFIN,0,offline_capable
725,SPECIES_SMOLIV,EVO_LEVEL,25,SPECIES_DOLLIV,0,offline_capable
726,SPECIES_DOLLIV,EVO_LEVEL,35,SPECIES_ARBOLIVA,0,offline_capable
727,SPECIES_CAPSAKID,EVO_ITEM,ITEM_FIRE_STONE,SPECIES_SCOVILLAIN,0,offline_capable
728,SPECIES_TADBULB,EVO_ITEM,ITEM_THUNDER_STONE,SPECIES_BELLIBOLT,0,offline_capable
729,SPECIES_VAROOM,EVO_LEVEL,40,SPECIES_REVAVROOM,0,offline_capable
730,SPECIES_TANDEMAUS,EVO_MAUSHOLD_THREE,25,SPECIES_MAUSHOLD,0,offline_capable
731,SPECIES_TANDEMAUS,EVO_MAUSHOLD_FOUR,25,SPECIES_MAUSHOLD_FOUR,0,offline_capable
732,SPECIES_CETODDLE,EVO_ITEM,ITEM_ICE_STONE,SPECIES_CETITAN,0,offline_capable
733,SPECIES_FRIGIBAX,EVO_LEVEL,35,SPECIES_ARCTIBAX,0,offline_capable
734,SPECIES_ARCTIBAX,EVO_LEVEL,54,SPECIES_BAXCALIBUR,0,offline_capable
735,SPECIES_PAWMI,EVO_LEVEL,18,SPECIES_PAWMO,0,offline_capable
736,SPECIES_PAWMO,EVO_FRIENDSHIP,0,SPECIES_PAWMOT,0,offline_capable
737,SPECIES_WATTREL,EVO_LEVEL,25,SPECIES_KILOWATTREL,0,offline_capable
738,SPECIES_NACLI,EVO_LEVEL,24,SPECIES_NACLSTACK,0,offline_capable
739,SPECIES_NACLSTACK,EVO_LEVEL,38,SPECIES_GARGANACL,0,offline_capable
740,SPECIES_GLIMMET,EVO_LEVEL,35,SPECIES_GLIMMORA,0,offline_capable
741,SPECIES_SHROODLE,EVO_LEVEL,28,SPECIES_GRAFAIAI,0,offline_capable
742,SPECIES_FIDOUGH,EVO_LEVEL,26,SPECIES_DACHSBUN,0,offline_capable
743,SPECIES_MASCHIFF,EVO_LEVEL,30,SPECIES_MABOSSTIFF,0,offline_capable
744,SPECIES_BRAMBLIN,EVO_FRIENDSHIP,1000,SPECIES_BRAMBLEGHAST,0,offline_capable
745,SPECIES_GIMMIGHOUL,EVO_COINS,2999,SPECIES_GHOLDENGO,0,offline_capable
746,SPECIES_GIMMIGHOUL_ROAMING,EVO_COINS,2999,SPECIES_GHOLDENGO,0,offline_capable
747,SPECIES_TINKATINK,EVO_LEVEL,24,SPECIES_TINKATUFF,0,offline_capable
748,SPECIES_TINKATUFF,EVO_LEVEL,38,SPECIES_TINKATON,0,offline_capable
749,SPECIES_CHARCADET,EVO_ITEM,ITEM_AUSPICIOUS_ARMOR,SPECIES_ARMAROUGE,0,offline_capable
750,SPECIES_CHARCADET,EVO_ITEM,ITEM_MALICIOUS_ARMOR,SPECIES_CERULEDGE,0,offline_capable
751,SPECIES_TOEDSCOOL,EVO_LEVEL,30,SPECIES_TOEDSCRUEL,0,offline_capable
752,SPECIES_WOOPER_P,EVO_LEVEL,20,SPECIES_CLODSIRE,0,offline_capable
753,SPECIES_DIPPLIN,EVO_MOVE,MOVE_DRAGONCHEER,SPECIES_HYDRAPPLE,0,offline_capable
754,SPECIES_POLTCHAGEIST,EVO_ITEM,ITEM_UNREMARKABLE_TEACUP,SPECIES_SINISTCHA,0,offline_capable
755,SPECIES_POLTCHAGEIST_ARTISAN,EVO_ITEM,ITEM_MASTERPIECE_TEACUP,SPECIES_SINISTCHA_MASTERPIECE,0,offline_capable
756,SPECIES_CLEFABLE,EVO_MEGA,ITEM_CLEFABLITE,SPECIES_CLEFABLE_MEGA,MEGA_VARIANT_STANDARD,transformation
757,SPECIES_VICTREEBEL,EVO_MEGA,ITEM_VICTREEBELITE,SPECIES_VICTREEBEL_MEGA,MEGA_VARIANT_STANDARD,transformation
758,SPECIES_STARMIE,EVO_MEGA,ITEM_STARMINITE,SPECIES_STARMIE_MEGA,MEGA_VARIANT_STANDARD,transformation
759,SPECIES_DRAGONITE,EVO_MEGA,ITEM_DRAGONINITE,SPECIES_DRAGONITE_MEGA,MEGA_VARIANT_STANDARD,transformation
760,SPECIES_MEGANIUM,EVO_MEGA,ITEM_MEGANIUMITE,SPECIES_MEGANIUM_MEGA,MEGA_VARIANT_STANDARD,transformation
761,SPECIES_FERALIGATR,EVO_MEGA,ITEM_FERALIGITE,SPECIES_FERALIGATR_MEGA,MEGA_VARIANT_STANDARD,transformation
762,SPECIES_SKARMORY,EVO_MEGA,ITEM_SKARMORITE,SPECIES_SKARMORY_MEGA,MEGA_VARIANT_STANDARD,transformation
763,SPECIES_FROSLASS,EVO_MEGA,ITEM_FROSLASSITE,SPECIES_FROSLASS_MEGA,MEGA_VARIANT_STANDARD,transformation
764,SPECIES_EMBOAR,EVO_MEGA,ITEM_EMBOARITE,SPECIES_EMBOAR_MEGA,MEGA_VARIANT_STANDARD,transformation
765,SPECIES_EXCADRILL,EVO_MEGA,ITEM_EXCADRITE,SPECIES_EXCADRILL_MEGA,MEGA_VARIANT_STANDARD,transformation
766,SPECIES_SCOLIPEDE,EVO_MEGA,ITEM_SCOLIPITE,SPECIES_SCOLIPEDE_MEGA,MEGA_VARIANT_STANDARD,transformation
767,SPECIES_SCRAFTY,EVO_MEGA,ITEM_SCRAFTINITE,SPECIES_SCRAFTY_MEGA,MEGA_VARIANT_STANDARD,transformation
768,SPECIES_EELEKTROSS,EVO_MEGA,ITEM_EELEKTROSSITE,SPECIES_EELEKTROSS_MEGA,MEGA_VARIANT_STANDARD,transformation
769,SPECIES_CHANDELURE,EVO_MEGA,ITEM_CHANDELURITE,SPECIES_CHANDELURE_MEGA,MEGA_VARIANT_STANDARD,transformation
770,SPECIES_CHESNAUGHT,EVO_MEGA,ITEM_CHESNAUGHTITE,SPECIES_CHESNAUGHT_MEGA,MEGA_VARIANT_STANDARD,transformation
771,SPECIES_DELPHOX,EVO_MEGA,ITEM_DELPHOXITE,SPECIES_DELPHOX_MEGA,MEGA_VARIANT_STANDARD,transformation
772,SPECIES_GRENINJA,EVO_MEGA,ITEM_GRENINJITE,SPECIES_GRENINJA_MEGA,MEGA_VARIANT_STANDARD,transformation
773,SPECIES_PYROAR,EVO_MEGA,ITEM_PYROARITE,SPECIES_PYROAR_MEGA,MEGA_VARIANT_STANDARD,transformation
774,SPECIES_MALAMAR,EVO_MEGA,ITEM_MALAMARITE,SPECIES_MALAMAR_MEGA,MEGA_VARIANT_STANDARD,transformation
775,SPECIES_DRAGALGE,EVO_MEGA,ITEM_DRAGALGITE,SPECIES_DRAGALGE_MEGA,MEGA_VARIANT_STANDARD,transformation
776,SPECIES_HAWLUCHA,EVO_MEGA,ITEM_HAWLUCHANITE,SPECIES_HAWLUCHA_MEGA,MEGA_VARIANT_STANDARD,transformation
777,SPECIES_BARBARACLE,EVO_MEGA,ITEM_BARBARACITE,SPECIES_BARBARACLE_MEGA,MEGA_VARIANT_STANDARD,transformation
778,SPECIES_ZYGARDE,EVO_MEGA,ITEM_ZYGARDITE,SPECIES_ZYGARDE_MEGA,MEGA_VARIANT_STANDARD,transformation
779,SPECIES_DRAMPA,EVO_MEGA,ITEM_DRAMPANITE,SPECIES_DRAMPA_MEGA,MEGA_VARIANT_STANDARD,transformation
780,SPECIES_FALINKS,EVO_MEGA,ITEM_FALINKSITE,SPECIES_FALINKS_MEGA,MEGA_VARIANT_STANDARD,transformation
781,SPECIES_HEATRAN,EVO_MEGA,ITEM_HEATRANITE,SPECIES_HEATRAN_MEGA,MEGA_VARIANT_STANDARD,transformation
782,SPECIES_DARKRAI,EVO_MEGA,ITEM_DARKRANITE,SPECIES_DARKRAI_MEGA,MEGA_VARIANT_STANDARD,transformation
783,SPECIES_ZERAORA,EVO_MEGA,ITEM_ZERAORITE,SPECIES_ZERAORA_MEGA,MEGA_VARIANT_STANDARD,transformation
784,SPECIES_RAICHU,EVO_MEGA,ITEM_RAICHUNITE_X,SPECIES_RAICHU_MEGA_X,MEGA_VARIANT_STANDARD,transformation
785,SPECIES_RAICHU,EVO_MEGA,ITEM_RAICHUNITE_Y,SPECIES_RAICHU_MEGA_Y,MEGA_VARIANT_STANDARD,transformation
786,SPECIES_CHIMECHO,EVO_MEGA,ITEM_CHIMECHITE,SPECIES_CHIMECHO_MEGA,MEGA_VARIANT_STANDARD,transformation
787,SPECIES_STARAPTOR,EVO_MEGA,ITEM_STARAPTITE,SPECIES_STARAPTOR_MEGA,MEGA_VARIANT_STANDARD,transformation
788,SPECIES_GOLURK,EVO_MEGA,ITEM_GOLURKITE,SPECIES_GOLURK_MEGA,MEGA_VARIANT_STANDARD,transformation
789,SPECIES_MEOWSTIC,EVO_MEGA,ITEM_MEOWSTICITE,SPECIES_MEOWSTIC_M_MEGA,MEGA_VARIANT_STANDARD,transformation
790,SPECIES_MEOWSTIC_FEMALE,EVO_MEGA,ITEM_MEOWSTICITE,SPECIES_MEOWSTIC_F_MEGA,MEGA_VARIANT_STANDARD,transformation
791,SPECIES_CRABOMINABLE,EVO_MEGA,ITEM_CRABOMINITE,SPECIES_CRABOMINABLE_MEGA,MEGA_VARIANT_STANDARD,transformation
792,SPECIES_GOLISOPOD,EVO_MEGA,ITEM_GOLISOPITE,SPECIES_GOLISOPOD_MEGA,MEGA_VARIANT_STANDARD,transformation
793,SPECIES_MAGEARNA,EVO_MEGA,ITEM_MAGEARNITE,SPECIES_MAGEARNA_MEGA,MEGA_VARIANT_STANDARD,transformation
794,SPECIES_MAGEARNA_P,EVO_MEGA,ITEM_MAGEARNITE,SPECIES_MAGEARNA_ORIGINAL_MEGA,MEGA_VARIANT_STANDARD,transformation
795,SPECIES_SCOVILLAIN,EVO_MEGA,ITEM_SCOVILLAINITE,SPECIES_SCOVILLAIN_MEGA,MEGA_VARIANT_STANDARD,transformation
796,SPECIES_BAXCALIBUR,EVO_MEGA,ITEM_BAXCALIBRITE,SPECIES_BAXCALIBUR_MEGA,MEGA_VARIANT_STANDARD,transformation
797,SPECIES_TATSUGIRI,EVO_MEGA,ITEM_TATSUGIRINITE,SPECIES_TATSUGIRI_CURLY_MEGA,MEGA_VARIANT_STANDARD,transformation
798,SPECIES_TATSUGIRI_RED,EVO_MEGA,ITEM_TATSUGIRINITE,SPECIES_TATSUGIRI_DROOPY_MEGA,MEGA_VARIANT_STANDARD,transformation
799,SPECIES_TATSUGIRI_YELLOW,EVO_MEGA,ITEM_TATSUGIRINITE,SPECIES_TATSUGIRI_STRETCHY_MEGA,MEGA_VARIANT_STANDARD,transformation
800,SPECIES_GLIMMORA,EVO_MEGA,ITEM_GLIMMORANITE,SPECIES_GLIMMORA_MEGA,MEGA_VARIANT_STANDARD,transformation
801,SPECIES_VENUSAUR_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_VENUSAUR,0,transformation
802,SPECIES_CHARIZARD_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_CHARIZARD,0,transformation
803,SPECIES_BLASTOISE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_BLASTOISE,0,transformation
804,SPECIES_BUTTERFREE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_BUTTERFREE,0,transformation
805,SPECIES_PIKACHU_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_PIKACHU,0,transformation
806,SPECIES_MEOWTH_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_MEOWTH,0,transformation
807,SPECIES_MACHAMP_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_MACHAMP,0,transformation
808,SPECIES_GENGAR_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_GENGAR,0,transformation
809,SPECIES_KINGLER_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_KINGLER,0,transformation
810,SPECIES_LAPRAS_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_LAPRAS,0,transformation
811,SPECIES_EEVEE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_EEVEE,0,transformation
812,SPECIES_SNORLAX_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_SNORLAX,0,transformation
813,SPECIES_GARBODOR_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_GARBODOR,0,transformation
814,SPECIES_MELMETAL_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_MELMETAL,0,transformation
815,SPECIES_RILLABOOM_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_RILLABOOM,0,transformation
816,SPECIES_CINDERACE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_CINDERACE,0,transformation
817,SPECIES_INTELEON_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_INTELEON,0,transformation
818,SPECIES_CORVIKNIGHT_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_CORVIKNIGHT,0,transformation
819,SPECIES_ORBEETLE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_ORBEETLE,0,transformation
820,SPECIES_DREDNAW_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_DREDNAW,0,transformation
821,SPECIES_COALOSSAL_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_COALOSSAL,0,transformation
822,SPECIES_FLAPPLE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_FLAPPLE,0,transformation
823,SPECIES_APPLETUN_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_APPLETUN,0,transformation
824,SPECIES_SANDACONDA_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_SANDACONDA,0,transformation
825,SPECIES_TOXTRICITY_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_TOXTRICITY,0,transformation
826,SPECIES_TOXTRICITY_LOW_KEY_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_TOXTRICITY_LOW_KEY,0,transformation
827,SPECIES_CENTISKORCH_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_CENTISKORCH,0,transformation
828,SPECIES_HATTERENE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_HATTERENE,0,transformation
829,SPECIES_GRIMMSNARL_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_GRIMMSNARL,0,transformation
830,SPECIES_ALCREMIE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_ALCREMIE_STRAWBERRY,0,transformation
831,SPECIES_COPPERAJAH_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_COPPERAJAH,0,transformation
832,SPECIES_DURALUDON_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_DURALUDON,0,transformation
833,SPECIES_URSHIFU_SINGLE_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_URSHIFU_SINGLE,0,transformation
834,SPECIES_URSHIFU_RAPID_GIGA,EVO_GIGANTAMAX,FALSE,SPECIES_URSHIFU_RAPID,0,transformation
835,SPECIES_CLEFABLE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CLEFABLE,MEGA_VARIANT_STANDARD,transformation
836,SPECIES_VICTREEBEL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_VICTREEBEL,MEGA_VARIANT_STANDARD,transformation
837,SPECIES_STARMIE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_STARMIE,MEGA_VARIANT_STANDARD,transformation
838,SPECIES_DRAGONITE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DRAGONITE,MEGA_VARIANT_STANDARD,transformation
839,SPECIES_MEGANIUM_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MEGANIUM,MEGA_VARIANT_STANDARD,transformation
840,SPECIES_FERALIGATR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_FERALIGATR,MEGA_VARIANT_STANDARD,transformation
841,SPECIES_SKARMORY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SKARMORY,MEGA_VARIANT_STANDARD,transformation
842,SPECIES_FROSLASS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_FROSLASS,MEGA_VARIANT_STANDARD,transformation
843,SPECIES_EMBOAR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_EMBOAR,MEGA_VARIANT_STANDARD,transformation
844,SPECIES_EXCADRILL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_EXCADRILL,MEGA_VARIANT_STANDARD,transformation
845,SPECIES_SCOLIPEDE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SCOLIPEDE,MEGA_VARIANT_STANDARD,transformation
846,SPECIES_SCRAFTY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SCRAFTY,MEGA_VARIANT_STANDARD,transformation
847,SPECIES_EELEKTROSS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_EELEKTROSS,MEGA_VARIANT_STANDARD,transformation
848,SPECIES_CHANDELURE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CHANDELURE,MEGA_VARIANT_STANDARD,transformation
849,SPECIES_CHESNAUGHT_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CHESNAUGHT,MEGA_VARIANT_STANDARD,transformation
850,SPECIES_DELPHOX_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DELPHOX,MEGA_VARIANT_STANDARD,transformation
851,SPECIES_GRENINJA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GRENINJA,MEGA_VARIANT_STANDARD,transformation
852,SPECIES_PYROAR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_PYROAR,MEGA_VARIANT_STANDARD,transformation
853,SPECIES_MALAMAR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MALAMAR,MEGA_VARIANT_STANDARD,transformation
854,SPECIES_DRAGALGE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DRAGALGE,MEGA_VARIANT_STANDARD,transformation
855,SPECIES_HAWLUCHA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_HAWLUCHA,MEGA_VARIANT_STANDARD,transformation
856,SPECIES_FLOETTE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_FLOETTE,MEGA_VARIANT_STANDARD,transformation
857,SPECIES_BARBARACLE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BARBARACLE,MEGA_VARIANT_STANDARD,transformation
858,SPECIES_ZYGARDE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ZYGARDE,MEGA_VARIANT_STANDARD,transformation
859,SPECIES_DRAMPA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DRAMPA,MEGA_VARIANT_STANDARD,transformation
860,SPECIES_FALINKS_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_FALINKS,MEGA_VARIANT_STANDARD,transformation
861,SPECIES_HEATRAN_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_HEATRAN,MEGA_VARIANT_STANDARD,transformation
862,SPECIES_DARKRAI_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_DARKRAI,MEGA_VARIANT_STANDARD,transformation
863,SPECIES_ZERAORA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_ZERAORA,MEGA_VARIANT_STANDARD,transformation
864,SPECIES_RAICHU_MEGA_X,EVO_MEGA,ITEM_NONE,SPECIES_RAICHU,MEGA_VARIANT_STANDARD,transformation
865,SPECIES_RAICHU_MEGA_Y,EVO_MEGA,ITEM_NONE,SPECIES_RAICHU,MEGA_VARIANT_STANDARD,transformation
866,SPECIES_CHIMECHO_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CHIMECHO,MEGA_VARIANT_STANDARD,transformation
867,SPECIES_ABSOL_MEGA_Z,EVO_MEGA,ITEM_NONE,SPECIES_ABSOL,MEGA_VARIANT_STANDARD,transformation
868,SPECIES_STARAPTOR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_STARAPTOR,MEGA_VARIANT_STANDARD,transformation
869,SPECIES_GARCHOMP_MEGA_Z,EVO_MEGA,ITEM_NONE,SPECIES_GARCHOMP,MEGA_VARIANT_STANDARD,transformation
870,SPECIES_LUCARIO_MEGA_Z,EVO_MEGA,ITEM_NONE,SPECIES_LUCARIO,MEGA_VARIANT_STANDARD,transformation
871,SPECIES_GOLURK_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GOLURK,MEGA_VARIANT_STANDARD,transformation
872,SPECIES_MEOWSTIC_M_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MEOWSTIC,MEGA_VARIANT_STANDARD,transformation
873,SPECIES_MEOWSTIC_F_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MEOWSTIC_FEMALE,MEGA_VARIANT_STANDARD,transformation
874,SPECIES_CRABOMINABLE_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_CRABOMINABLE,MEGA_VARIANT_STANDARD,transformation
875,SPECIES_GOLISOPOD_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GOLISOPOD,MEGA_VARIANT_STANDARD,transformation
876,SPECIES_MAGEARNA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MAGEARNA,MEGA_VARIANT_STANDARD,transformation
877,SPECIES_MAGEARNA_ORIGINAL_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_MAGEARNA_P,MEGA_VARIANT_STANDARD,transformation
878,SPECIES_SCOVILLAIN_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_SCOVILLAIN,MEGA_VARIANT_STANDARD,transformation
879,SPECIES_BAXCALIBUR_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_BAXCALIBUR,MEGA_VARIANT_STANDARD,transformation
880,SPECIES_TATSUGIRI_CURLY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_TATSUGIRI,MEGA_VARIANT_STANDARD,transformation
881,SPECIES_TATSUGIRI_DROOPY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_TATSUGIRI_RED,MEGA_VARIANT_STANDARD,transformation
882,SPECIES_TATSUGIRI_STRETCHY_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_TATSUGIRI_YELLOW,MEGA_VARIANT_STANDARD,transformation
883,SPECIES_GLIMMORA_MEGA,EVO_MEGA,ITEM_NONE,SPECIES_GLIMMORA,MEGA_VARIANT_STANDARD,transformation
