species,form,acquisition_method,map,encounter_type,badge_requirement,rate,evolution_source,quest,notes
SPECIES_ZIGZAGOON,,wild,ROUTE_1,land,0,table slot,,,morning; levels 2-3
SPECIES_COBALION,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 6
SPECIES_COMBEE,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 7
SPECIES_COMFEY,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 8
SPECIES_CORPHISH,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 9
SPECIES_CORSOLA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 10
SPECIES_COSMOG,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 11
SPECIES_COTTONEE,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 12
SPECIES_CRABRAWLER,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 1
SPECIES_CRAMORANT,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 2
SPECIES_CRANIDOS,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 3
SPECIES_CRESSELIA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 4
SPECIES_CROAGUNK,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 5
SPECIES_CRYOGONAL,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 6
SPECIES_CUBCHOO,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 7
SPECIES_CUFANT,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 8
SPECIES_CURSOLA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 9
SPECIES_CYCLIZAR,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 10
SPECIES_CYNDAQUIL,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 11
SPECIES_DARKRAI,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 12
SPECIES_DARUMAKA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 1
SPECIES_DEDENNE,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 2
SPECIES_DEINO,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 3
SPECIES_DEOXYS,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 4
SPECIES_DEWPIDER,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 5
SPECIES_DHELMISE,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 6
SPECIES_DIALGA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 7
SPECIES_DIANCIE,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 8
SPECIES_DONDOZO,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 9
SPECIES_DRACOVISH,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 10
SPECIES_DRACOZOLT,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 11
SPECIES_DRAMPA,,wild reserve,FOUR_ISLAND_ICEFALL_CAVE_1F,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 12
SPECIES_DRILBUR,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 1
SPECIES_DRUDDIGON,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 2
SPECIES_DUCKLETT,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 3
SPECIES_DURALUDON,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 4
SPECIES_DURANT,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 5
SPECIES_DUSKULL,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 6
SPECIES_DWEBBLE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 7
SPECIES_EISCUE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 8
SPECIES_ELEKID,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 9
SPECIES_ELGYEM,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 10
SPECIES_EMOLGA,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 11
SPECIES_ENAMORUS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 12
SPECIES_ENTEI,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 1
SPECIES_ESPURR,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 2
SPECIES_ETERNATUS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 3
SPECIES_FALINKS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 4
SPECIES_FEEBAS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 5
SPECIES_FENNEKIN,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 6
SPECIES_FERROSEED,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 7
SPECIES_FEZANDIPITI,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 8
SPECIES_FIDOUGH,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 9
SPECIES_FINIZEN,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 10
SPECIES_FINNEON,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 11
SPECIES_FLAMIGO,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 12
SPECIES_FLETCHLING,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 1
SPECIES_FLITTLE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 2
SPECIES_FLUTTER_MANE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 3
SPECIES_FOMANTIS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 4
SPECIES_FOONGUS,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 5
SPECIES_FRILLISH,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 6
SPECIES_FROAKIE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 7
SPECIES_FUECOCO,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 8
SPECIES_FURFROU,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 9
SPECIES_GENESECT,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 10
SPECIES_GIBLE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 11
SPECIES_GIMMIGHOUL,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 12
SPECIES_GIRAFARIG,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 1
SPECIES_GIRATINA,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 2
SPECIES_GLASTRIER,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 3
SPECIES_GLIGAR,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 4
SPECIES_GLIMMET,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 5
SPECIES_GOLETT,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 6
SPECIES_GOOMY,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 7
SPECIES_GOTHITA,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 8
SPECIES_GOUGING_FIRE,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 9
SPECIES_GREAT_TUSK,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 10
SPECIES_GREAVARD,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 11
SPECIES_GROOKEY,,wild reserve,SIX_ISLAND_PATTERN_BUSH,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 12
SPECIES_GROUDON,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 1
SPECIES_GRUBBIN,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 2
SPECIES_GULPIN,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 3
SPECIES_GUZZLORD,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 4
SPECIES_HAPPINY,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 5
SPECIES_HATENNA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 6
SPECIES_HAWLUCHA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 7
SPECIES_HEATMOR,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 8
SPECIES_HEATRAN,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 9
SPECIES_HELIOPTILE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 10
SPECIES_HIPPOPOTAS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 11
SPECIES_HONEDGE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 12
SPECIES_HOOPA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 1
SPECIES_HO_OH,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 2
SPECIES_IGGLYBUFF,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 3
SPECIES_ILLUMISE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 4
SPECIES_IMPIDIMP,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 5
SPECIES_INDEEDEE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 6
SPECIES_INKAY,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 7
SPECIES_IRON_BOULDER,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 8
SPECIES_IRON_BUNDLE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 9
SPECIES_IRON_CROWN,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 10
SPECIES_IRON_HANDS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 11
SPECIES_IRON_JUGULIS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 12
SPECIES_IRON_LEAVES,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 1
SPECIES_IRON_MOTH,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 2
SPECIES_IRON_THORNS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 3
SPECIES_IRON_TREADS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 4
SPECIES_IRON_VALIANT,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 5
SPECIES_JANGMO_O,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 6
SPECIES_JIRACHI,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 7
SPECIES_KARRABLAST,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 8
SPECIES_KARTANA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 9
SPECIES_KECLEON,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 10
SPECIES_KELDEO,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 11
SPECIES_KLAWF,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 12
SPECIES_KLEFKI,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 1
SPECIES_KLINK,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 2
SPECIES_KOMALA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 3
SPECIES_KORAIDON,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 4
SPECIES_KRICKETOT,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 5
SPECIES_KUBFU,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 6
SPECIES_KYOGRE,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 7
SPECIES_KYUREM,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 8
SPECIES_LANDORUS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 9
SPECIES_LARVESTA,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,4,,Gen 9 Sevii Reserve,night deterministic slot 10
SPECIES_LATIAS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 11
SPECIES_LATIOS,,wild reserve,FIVE_ISLAND_LOST_CAVE_ROOM1,land,8 + game clear,1,,Gen 9 Sevii Reserve,night deterministic slot 12
SPECIES_LECHONK,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 1
SPECIES_LILEEP,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,morning deterministic slot 2
SPECIES_LILLIPUP,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 3
SPECIES_LITTEN,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 4
SPECIES_LITWICK,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 5
SPECIES_LUGIA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,morning deterministic slot 6
SPECIES_LUNATONE,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 7
SPECIES_LUVDISC,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,morning deterministic slot 8
SPECIES_MAGBY,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 9
SPECIES_MAGEARNA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,morning deterministic slot 10
SPECIES_MANAPHY,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 11
SPECIES_MANTYKE,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,morning deterministic slot 12
SPECIES_MARACTUS,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 1
SPECIES_MAREANIE,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,day deterministic slot 2
SPECIES_MARSHADOW,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 3
SPECIES_MASCHIFF,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 4
SPECIES_MAWILE,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 5
SPECIES_MEDITITE,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,day deterministic slot 6
SPECIES_MELOETTA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 7
SPECIES_MELTAN,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,day deterministic slot 8
SPECIES_MESPRIT,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 9
SPECIES_MEW,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,day deterministic slot 10
SPECIES_MIENFOO,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 11
SPECIES_MILCERY,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,day deterministic slot 12
SPECIES_MILTANK,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 1
SPECIES_MIME_JR,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,evening deterministic slot 2
SPECIES_MIMIKYU,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 3
SPECIES_MINIOR_RED,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 4
SPECIES_MINUN,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 5
SPECIES_MIRAIDON,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,evening deterministic slot 6
SPECIES_MORELULL,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 7
SPECIES_MORPEKO,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,evening deterministic slot 8
SPECIES_MR_RIME,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 9
SPECIES_MUDBRAY,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,4,,Gen 9 Sevii Reserve,evening deterministic slot 10
SPECIES_MUDKIP,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 11
SPECIES_MUNKIDORI,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,1,,Gen 9 Sevii Reserve,evening deterministic slot 12
SPECIES_MUNNA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 1
SPECIES_NACLI,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,20,,Gen 9 Sevii Reserve,night deterministic slot 2
SPECIES_NECROZMA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 3
SPECIES_NIHILEGO,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 4
SPECIES_NINCADA,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 5
SPECIES_NOIBAT,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,10,,Gen 9 Sevii Reserve,night deterministic slot 6
SPECIES_NOSEPASS,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 7
SPECIES_NUMEL,,wild reserve,ONE_ISLAND_KINDLE_ROAD,land,8 + game clear,5,,Gen 9 Sevii Reserve,night deterministic slot 8
